customer_id,customer_name,segment,region,city,industry
C00106,Customer 0106,SMB,East,Bhubaneswar,Construction
C00107,Customer 0107,Mid-Market,South,Bengaluru,Logistics
C00108,Customer 0108,Mid-Market,South,Hyderabad,Energy
C00109,Customer 0109,Mid-Market,North,Delhi,Energy
C00110,Customer 0110,Enterprise,Central,Bhopal,Logistics
C00111,Customer 0111,Mid-Market,South,Bengaluru,Energy
C00112,Customer 0112,Enterprise,North,Chandigarh,Automotive
C00113,Customer 0113,Mid-Market,South,Bengaluru,Automotive
C00114,Customer 0114,Enterprise,West,Ahmedabad,Energy
C00115,Customer 0115,Mid-Market,North,Lucknow,Logistics
C00116,Customer 0116,Mid-Market,Central,Bhopal,Energy
C00117,Customer 0117,Mid-Market,East,Bhubaneswar,Construction
C00118,Customer 0118,SMB,East,Kolkata,Healthcare
C00119,Customer 0119,Enterprise,South,Chennai,Energy
C00120,Customer 0120,SMB,West,Pune,Manufacturing
C00121,Customer 0121,SMB,West,Ahmedabad,Energy
C00122,Customer 0122,Mid-Market,West,Ahmedabad,Automotive
C00123,Customer 0123,Mid-Market,North,Chandigarh,Energy
C00124,Customer 0124,Mid-Market,South,Chennai,Construction
C00125,Customer 0125,Enterprise,North,Lucknow,Logistics
C00126,Customer 0126,Mid-Market,West,Pune,Manufacturing
C00127,Customer 0127,Enterprise,South,Bengaluru,Energy
C00128,Customer 0128,SMB,North,Delhi,Energy
C00129,Customer 0129,SMB,North,Chandigarh,Automotive
C00130,Customer 0130,SMB,West,Pune,Automotive
C00131,Customer 0131,Mid-Market,North,Delhi,Healthcare
C00132,Customer 0132,Mid-Market,Central,Indore,Energy
C00133,Customer 0133,SMB,West,Ahmedabad,Logistics
C00134,Customer 0134,Mid-Market,South,Chennai,Logistics
C00135,Customer 0135,Enterprise,West,Mumbai,Automotive
C00136,Customer 0136,Mid-Market,North,Chandigarh,Manufacturing
C00137,Customer 0137,Mid-Market,Central,Indore,Healthcare
C00138,Customer 0138,Mid-Market,West,Ahmedabad,Energy
C00139,Customer 0139,Enterprise,East,Guwahati,Logistics
C00140,Customer 0140,Mid-Market,North,Lucknow,Automotive
C00141,Customer 0141,Mid-Market,West,Pune,Manufacturing
C00142,Customer 0142,Enterprise,West,Pune,Manufacturing
C00143,Customer 0143,Enterprise,Central,Bhopal,Healthcare
C00144,Customer 0144,Mid-Market,West,Pune,Manufacturing
C00145,Customer 0145,SMB,West,Pune,Healthcare
C00146,Customer 0146,Mid-Market,South,Chennai,Logistics
C00147,Customer 0147,Mid-Market,South,Hyderabad,Construction
C00148,Customer 0148,SMB,West,Ahmedabad,Automotive
C00149,Customer 0149,Mid-Market,South,Hyderabad,Automotive
C00150,Customer 0150,SMB,North,Lucknow,Energy
C00151,Customer 0151,Mid-Market,Central,Indore,Manufacturing
C00152,Customer 0152,Mid-Market,Central,Indore,Manufacturing
C00153,Customer 0153,Enterprise,North,Delhi,Manufacturing
C00154,Customer 0154,Enterprise,West,Pune,Automotive
C00155,Customer 0155,SMB,North,Lucknow,Logistics
C00156,Customer 0156,SMB,East,Kolkata,Healthcare
C00157,Customer 0157,SMB,South,Bengaluru,Energy
C00158,Customer 0158,SMB,West,Ahmedabad,Automotive
C00159,Customer 0159,Enterprise,East,Guwahati,Healthcare
C00160,Customer 0160,SMB,East,Bhubaneswar,Healthcare
C00161,Customer 0161,Mid-Market,North,Chandigarh,Construction
C00162,Customer 0162,SMB,Central,Nagpur,Healthcare
C00163,Customer 0163,Enterprise,South,Bengaluru,Logistics
C00164,Customer 0164,Mid-Market,North,Delhi,Construction
C00165,Customer 0165,SMB,West,Ahmedabad,Logistics
C00166,Customer 0166,SMB,South,Hyderabad,Energy
C00167,Customer 0167,Mid-Market,Central,Bhopal,Automotive
C00168,Customer 0168,Mid-Market,East,Guwahati,Healthcare
C00169,Customer 0169,Mid-Market,South,Bengaluru,Healthcare
C00170,Customer 0170,SMB,Central,Indore,Healthcare
C00171,Customer 0171,Mid-Market,South,Chennai,Construction
C00172,Customer 0172,Mid-Market,West,Mumbai,Automotive
C00173,Customer 0173,Mid-Market,South,Hyderabad,Energy
C00174,Customer 0174,Mid-Market,Central,Bhopal,Logistics
C00175,Customer 0175,Mid-Market,North,Lucknow,Manufacturing
C00176,Customer 0176,Mid-Market,North,Lucknow,Energy
C00177,Customer 0177,SMB,South,Bengaluru,Logistics
C00178,Customer 0178,SMB,Central,Indore,Construction
C00179,Customer 0179,SMB,Central,Indore,Automotive
C00180,Customer 0180,Mid-Market,East,Kolkata,Logistics
C00181,Customer 0181,Mid-Market,Central,Indore,Construction
C00182,Customer 0182,SMB,Central,Bhopal,Construction
C00183,Customer 0183,SMB,West,Mumbai,Logistics
C00184,Customer 0184,Mid-Market,South,Chennai,Healthcare
C00185,Customer 0185,Mid-Market,East,Bhubaneswar,Energy
C00186,Customer 0186,SMB,East,Bhubaneswar,Logistics
C00187,Customer 0187,Mid-Market,South,Bengaluru,Logistics
C00188,Customer 0188,SMB,North,Delhi,Manufacturing
C00189,Customer 0189,Enterprise,East,Bhubaneswar,Automotive
C00190,Customer 0190,Mid-Market,South,Bengaluru,Logistics
C00191,Customer 0191,Mid-Market,Central,Bhopal,Energy
C00192,Customer 0192,Enterprise,South,Bengaluru,Logistics
C00193,Customer 0193,SMB,North,Delhi,Healthcare
C00194,Customer 0194,Mid-Market,Central,Bhopal,Automotive
C00195,Customer 0195,Enterprise,North,Chandigarh,Manufacturing
C00196,Customer 0196,SMB,North,Delhi,Construction
C00197,Customer 0197,SMB,West,Ahmedabad,Energy
C00198,Customer 0198,SMB,Central,Indore,Logistics
C00199,Customer 0199,Mid-Market,North,Lucknow,Logistics
C00200,Customer 0200,SMB,South,Chennai,Construction
C00201,Customer 0201,Mid-Market,East,Guwahati,Automotive
C00202,Customer 0202,Mid-Market,Central,Bhopal,Logistics
C00203,Customer 0203,Enterprise,West,Mumbai,Construction
C00204,Customer 0204,Mid-Market,North,Lucknow,Manufacturing
C00205,Customer 0205,SMB,North,Delhi,Energy
C00206,Customer 0206,Mid-Market,South,Hyderabad,Automotive
C00207,Customer 0207,Mid-Market,North,Delhi,Construction
C00208,Customer 0208,SMB,East,Bhubaneswar,Automotive
C00209,Customer 0209,Mid-Market,North,Lucknow,Logistics
C00210,Customer 0210,Mid-Market,West,Pune,Logistics
C00211,Customer 0211,SMB,East,Kolkata,Construction
C00212,Customer 0212,SMB,West,Mumbai,Logistics
C00213,Customer 0213,SMB,North,Lucknow,Manufacturing
C00214,Customer 0214,SMB,East,Bhubaneswar,Manufacturing
C00215,Customer 0215,SMB,East,Bhubaneswar,Construction
C00216,Customer 0216,SMB,East,Bhubaneswar,Logistics
C00217,Customer 0217,Mid-Market,North,Delhi,Logistics
C00218,Customer 0218,Enterprise,North,Chandigarh,Construction
C00219,Customer 0219,Mid-Market,Central,Nagpur,Energy
C00220,Customer 0220,SMB,South,Chennai,Healthcare
C00221,Customer 0221,Mid-Market,South,Hyderabad,Logistics
C00222,Customer 0222,SMB,West,Ahmedabad,Manufacturing
C00223,Customer 0223,Enterprise,East,Guwahati,Construction
C00224,Customer 0224,Mid-Market,Central,Indore,Healthcare
C00225,Customer 0225,Mid-Market,South,Hyderabad,Healthcare
C00226,Customer 0226,Mid-Market,Central,Nagpur,Energy
C00227,Customer 0227,Enterprise,North,Delhi,Automotive
C00228,Customer 0228,Enterprise,West,Mumbai,Logistics
C00229,Customer 0229,SMB,West,Ahmedabad,Construction
C00230,Customer 0230,Mid-Market,North,Chandigarh,Logistics
C00231,Customer 0231,Enterprise,North,Delhi,Automotive
C00232,Customer 0232,Enterprise,South,Bengaluru,Energy
C00233,Customer 0233,Mid-Market,Central,Indore,Manufacturing
C00234,Customer 0234,Enterprise,West,Mumbai,Construction
C00235,Customer 0235,SMB,Central,Indore,Manufacturing
C00236,Customer 0236,SMB,East,Guwahati,Automotive
C00237,Customer 0237,Mid-Market,West,Ahmedabad,Automotive
C00238,Customer 0238,Mid-Market,East,Bhubaneswar,Logistics
C00239,Customer 0239,Enterprise,North,Chandigarh,Automotive
C00240,Customer 0240,Mid-Market,North,Lucknow,Manufacturing
C00241,Customer 0241,SMB,Central,Bhopal,Logistics
C00242,Customer 0242,Mid-Market,East,Kolkata,Construction
C00243,Customer 0243,SMB,South,Chennai,Energy
C00244,Customer 0244,Mid-Market,West,Mumbai,Energy
C00245,Customer 0245,Mid-Market,West,Mumbai,Logistics
C00246,Customer 0246,Mid-Market,Central,Nagpur,Logistics
C00247,Customer 0247,Mid-Market,West,Ahmedabad,Manufacturing
C00248,Customer 0248,SMB,South,Bengaluru,Logistics
C00249,Customer 0249,Enterprise,South,Bengaluru,Automotive
C00250,Customer 0250,SMB,South,Bengaluru,Manufacturing
C00251,Customer 0251,SMB,West,Pune,Automotive
C00252,Customer 0252,Mid-Market,Central,Bhopal,Logistics
C00253,Customer 0253,Mid-Market,South,Bengaluru,Construction
C00254,Customer 0254,Mid-Market,South,Bengaluru,Healthcare
C00255,Customer 0255,Mid-Market,South,Bengaluru,Logistics
C00256,Customer 0256,SMB,East,Kolkata,Healthcare
C00257,Customer 0257,Mid-Market,East,Kolkata,Manufacturing
C00258,Customer 0258,SMB,North,Chandigarh,Manufacturing
C00259,Customer 0259,Mid-Market,North,Chandigarh,Logistics
C00260,Customer 0260,Mid-Market,West,Pune,Energy
C00261,Customer 0261,SMB,North,Lucknow,Energy
C00262,Customer 0262,Mid-Market,Central,Nagpur,Construction
C00263,Customer 0263,SMB,South,Bengaluru,Healthcare
C00264,Customer 0264,Enterprise,North,Chandigarh,Energy
C00265,Customer 0265,SMB,Central,Indore,Automotive
C00266,Customer 0266,SMB,North,Lucknow,Construction
C00267,Customer 0267,SMB,South,Bengaluru,Manufacturing
C00268,Customer 0268,Mid-Market,North,Delhi,Manufacturing
C00269,Customer 0269,SMB,North,Lucknow,Automotive
C00270,Customer 0270,Mid-Market,North,Chandigarh,Manufacturing
C00271,Customer 0271,SMB,North,Delhi,Construction
C00272,Customer 0272,Enterprise,North,Lucknow,Healthcare
C00273,Customer 0273,Mid-Market,North,Delhi,Logistics
C00274,Customer 0274,Mid-Market,West,Ahmedabad,Energy
C00275,Customer 0275,Mid-Market,East,Guwahati,Manufacturing
C00276,Customer 0276,Mid-Market,South,Hyderabad,Healthcare
C00277,Customer 0277,SMB,South,Hyderabad,Construction
C00278,Customer 0278,Mid-Market,West,Pune,Manufacturing
C00279,Customer 0279,SMB,Central,Nagpur,Energy
C00280,Customer 0280,Enterprise,Central,Indore,Logistics
C00281,Customer 0281,SMB,North,Delhi,Energy
C00282,Customer 0282,SMB,North,Delhi,Construction
C00283,Customer 0283,Mid-Market,South,Chennai,Manufacturing
C00284,Customer 0284,SMB,South,Bengaluru,Healthcare
C00285,Customer 0285,SMB,West,Pune,Logistics
C00286,Customer 0286,SMB,South,Chennai,Healthcare
C00287,Customer 0287,Mid-Market,North,Lucknow,Manufacturing
C00288,Customer 0288,Mid-Market,South,Bengaluru,Construction
C00289,Customer 0289,SMB,West,Mumbai,Energy
C00290,Customer 0290,Mid-Market,North,Lucknow,Logistics
C00291,Customer 0291,SMB,Central,Indore,Healthcare
C00292,Customer 0292,Mid-Market,North,Delhi,Energy
C00293,Customer 0293,SMB,Central,Bhopal,Healthcare
C00294,Customer 0294,Enterprise,North,Lucknow,Logistics
C00295,Customer 0295,Enterprise,Central,Bhopal,Healthcare
C00296,Customer 0296,SMB,Central,Bhopal,Manufacturing
C00297,Customer 0297,SMB,Central,Indore,Automotive
C00298,Customer 0298,SMB,East,Kolkata,Construction
C00299,Customer 0299,SMB,East,Kolkata,Energy
C00300,Customer 0300,Mid-Market,West,Mumbai,Energy
C00301,Customer 0301,Mid-Market,East,Guwahati,Automotive
C00302,Customer 0302,Enterprise,North,Delhi,Automotive
C00303,Customer 0303,Mid-Market,West,Pune,Manufacturing
C00304,Customer 0304,Mid-Market,West,Ahmedabad,Construction
C00305,Customer 0305,SMB,Central,Bhopal,Healthcare
C00306,Customer 0306,Enterprise,West,Mumbai,Logistics
C00307,Customer 0307,Enterprise,South,Hyderabad,Energy
C00308,Customer 0308,Mid-Market,West,Pune,Construction
C00309,Customer 0309,Enterprise,South,Chennai,Construction
C00310,Customer 0310,Mid-Market,North,Chandigarh,Energy
C00311,Customer 0311,Mid-Market,West,Mumbai,Automotive
C00312,Customer 0312,Mid-Market,South,Chennai,Energy
C00313,Customer 0313,Mid-Market,South,Chennai,Healthcare
C00314,Customer 0314,SMB,South,Hyderabad,Automotive
C00315,Customer 0315,Mid-Market,South,Bengaluru,Healthcare
C00316,Customer 0316,Mid-Market,South,Hyderabad,Healthcare
C00317,Customer 0317,Mid-Market,South,Chennai,Manufacturing
C00318,Customer 0318,Enterprise,East,Guwahati,Manufacturing
C00319,Customer 0319,Mid-Market,South,Hyderabad,Healthcare
C00320,Customer 0320,SMB,Central,Indore,Healthcare
C00321,Customer 0321,Mid-Market,Central,Nagpur,Healthcare
C00322,Customer 0322,Mid-Market,West,Ahmedabad,Construction
C00323,Customer 0323,Mid-Market,South,Chennai,Logistics
C00324,Customer 0324,SMB,West,Mumbai,Manufacturing
C00325,Customer 0325,Mid-Market,Central,Indore,Energy
C00326,Customer 0326,Mid-Market,West,Pune,Logistics
C00327,Customer 0327,SMB,East,Kolkata,Manufacturing
C00328,Customer 0328,Mid-Market,West,Ahmedabad,Manufacturing
C00329,Customer 0329,Mid-Market,West,Mumbai,Manufacturing
C00330,Customer 0330,Enterprise,South,Hyderabad,Energy
C00331,Customer 0331,Enterprise,East,Guwahati,Automotive
C00332,Customer 0332,SMB,North,Lucknow,Healthcare
C00333,Customer 0333,Mid-Market,East,Guwahati,Automotive
C00334,Customer 0334,Mid-Market,Central,Indore,Energy
C00335,Customer 0335,Mid-Market,North,Lucknow,Logistics
C00336,Customer 0336,Enterprise,West,Pune,Automotive
C00337,Customer 0337,SMB,North,Delhi,Construction
C00338,Customer 0338,Enterprise,East,Bhubaneswar,Logistics
C00339,Customer 0339,SMB,North,Chandigarh,Healthcare
C00340,Customer 0340,Mid-Market,Central,Nagpur,Healthcare
C00341,Customer 0341,Mid-Market,North,Delhi,Automotive
C00342,Customer 0342,Enterprise,Central,Nagpur,Logistics
C00343,Customer 0343,SMB,East,Bhubaneswar,Logistics
C00344,Customer 0344,Enterprise,West,Mumbai,Automotive
C00345,Customer 0345,Enterprise,East,Guwahati,Healthcare
C00346,Customer 0346,SMB,East,Kolkata,Construction
C00347,Customer 0347,Mid-Market,Central,Bhopal,Logistics
C00348,Customer 0348,Mid-Market,South,Bengaluru,Logistics
C00349,Customer 0349,Mid-Market,West,Ahmedabad,Energy
C00350,Customer 0350,SMB,North,Chandigarh,Logistics
C00351,Customer 0351,Mid-Market,West,Mumbai,Logistics
C00352,Customer 0352,Enterprise,North,Delhi,Automotive
C00353,Customer 0353,Mid-Market,West,Ahmedabad,Logistics
C00354,Customer 0354,Enterprise,West,Ahmedabad,Manufacturing
C00355,Customer 0355,Mid-Market,West,Mumbai,Automotive
C00356,Customer 0356,Enterprise,West,Pune,Logistics
C00357,Customer 0357,Enterprise,East,Bhubaneswar,Energy
C00358,Customer 0358,Mid-Market,East,Kolkata,Healthcare
C00359,Customer 0359,SMB,West,Pune,Construction
C00360,Customer 0360,Enterprise,West,Ahmedabad,Construction
C00361,Customer 0361,Enterprise,Central,Bhopal,Automotive
C00362,Customer 0362,SMB,North,Lucknow,Automotive
C00363,Customer 0363,SMB,North,Delhi,Logistics
C00364,Customer 0364,Mid-Market,North,Delhi,Construction
C00365,Customer 0365,Mid-Market,West,Pune,Automotive
C00366,Customer 0366,Mid-Market,South,Bengaluru,Energy
C00367,Customer 0367,Enterprise,East,Bhubaneswar,Healthcare
C00368,Customer 0368,Enterprise,East,Kolkata,Logistics
C00369,Customer 0369,Mid-Market,South,Bengaluru,Automotive
C00370,Customer 0370,Mid-Market,Central,Indore,Construction
C00371,Customer 0371,Mid-Market,East,Kolkata,Healthcare
C00372,Customer 0372,Mid-Market,South,Chennai,Manufacturing
C00373,Customer 0373,Mid-Market,South,Bengaluru,Healthcare
C00374,Customer 0374,Mid-Market,South,Chennai,Manufacturing
C00375,Customer 0375,SMB,North,Delhi,Logistics
C00376,Customer 0376,SMB,North,Delhi,Energy
C00377,Customer 0377,Mid-Market,Central,Nagpur,Automotive
C00378,Customer 0378,Mid-Market,South,Chennai,Healthcare
C00379,Customer 0379,Mid-Market,South,Bengaluru,Manufacturing
C00380,Customer 0380,Enterprise,East,Kolkata,Automotive
C00381,Customer 0381,SMB,West,Ahmedabad,Energy
C00382,Customer 0382,Enterprise,Central,Nagpur,Logistics
C00383,Customer 0383,Mid-Market,East,Bhubaneswar,Manufacturing
C00384,Customer 0384,Mid-Market,West,Ahmedabad,Manufacturing
C00385,Customer 0385,Enterprise,South,Chennai,Energy
C00386,Customer 0386,Enterprise,Central,Nagpur,Logistics
C00387,Customer 0387,Mid-Market,East,Bhubaneswar,Logistics
C00388,Customer 0388,SMB,Central,Indore,Automotive
C00389,Customer 0389,Mid-Market,North,Delhi,Manufacturing
C00390,Customer 0390,Mid-Market,Central,Nagpur,Healthcare
C00391,Customer 0391,Enterprise,West,Mumbai,Manufacturing
C00392,Customer 0392,Mid-Market,North,Lucknow,Energy
C00393,Customer 0393,Enterprise,West,Ahmedabad,Energy
C00394,Customer 0394,Mid-Market,East,Kolkata,Manufacturing
C00395,Customer 0395,SMB,North,Chandigarh,Logistics
C00396,Customer 0396,Mid-Market,South,Bengaluru,Automotive
C00397,Customer 0397,Mid-Market,Central,Nagpur,Healthcare
C00398,Customer 0398,Enterprise,South,Bengaluru,Automotive
C00399,Customer 0399,Enterprise,South,Hyderabad,Logistics
C00400,Customer 0400,Mid-Market,South,Hyderabad,Manufacturing
C00401,Customer 0401,SMB,South,Hyderabad,Construction
C00402,Customer 0402,Mid-Market,Central,Nagpur,Healthcare
C00403,Customer 0403,Mid-Market,East,Kolkata,Manufacturing
C00404,Customer 0404,Mid-Market,North,Lucknow,Manufacturing
C00405,Customer 0405,Enterprise,Central,Bhopal,Automotive
C00406,Customer 0406,Enterprise,Central,Bhopal,Manufacturing
C00407,Customer 0407,Mid-Market,South,Hyderabad,Automotive
C00408,Customer 0408,Mid-Market,Central,Bhopal,Healthcare
C00409,Customer 0409,Mid-Market,North,Chandigarh,Logistics
C00410,Customer 0410,SMB,Central,Bhopal,Logistics
C00411,Customer 0411,SMB,East,Kolkata,Manufacturing
C00412,Customer 0412,SMB,West,Mumbai,Construction
C00413,Customer 0413,SMB,North,Chandigarh,Healthcare
C00414,Customer 0414,SMB,Central,Nagpur,Automotive
C00415,Customer 0415,SMB,North,Lucknow,Construction
C00416,Customer 0416,SMB,South,Bengaluru,Automotive
C00417,Customer 0417,SMB,North,Lucknow,Healthcare
C00418,Customer 0418,SMB,East,Kolkata,Manufacturing
C00419,Customer 0419,SMB,North,Chandigarh,Logistics
C00420,Customer 0420,Mid-Market,Central,Bhopal,Logistics
C00421,Customer 0421,Mid-Market,West,Pune,Logistics
C00422,Customer 0422,Mid-Market,North,Lucknow,Healthcare
C00423,Customer 0423,SMB,North,Lucknow,Automotive
C00424,Customer 0424,Mid-Market,North,Lucknow,Logistics
C00425,Customer 0425,SMB,West,Pune,Energy
C00426,Customer 0426,SMB,East,Bhubaneswar,Automotive
C00427,Customer 0427,SMB,South,Bengaluru,Automotive
C00428,Customer 0428,Mid-Market,Central,Nagpur,Healthcare
C00429,Customer 0429,SMB,North,Lucknow,Logistics
C00430,Customer 0430,SMB,East,Bhubaneswar,Manufacturing
C00431,Customer 0431,SMB,Central,Nagpur,Construction
C00432,Customer 0432,SMB,East,Kolkata,Energy
C00433,Customer 0433,Mid-Market,East,Bhubaneswar,Logistics
C00434,Customer 0434,Mid-Market,Central,Indore,Healthcare
C00435,Customer 0435,Enterprise,North,Lucknow,Energy
C00436,Customer 0436,SMB,North,Chandigarh,Automotive
C00437,Customer 0437,Mid-Market,North,Delhi,Manufacturing
C00438,Customer 0438,SMB,West,Mumbai,Manufacturing
C00439,Customer 0439,SMB,East,Guwahati,Automotive
C00440,Customer 0440,Mid-Market,West,Ahmedabad,Manufacturing
C00441,Customer 0441,Enterprise,Central,Bhopal,Healthcare
C00442,Customer 0442,Enterprise,North,Delhi,Healthcare
C00443,Customer 0443,SMB,East,Kolkata,Energy
C00444,Customer 0444,Mid-Market,North,Delhi,Manufacturing
C00445,Customer 0445,Enterprise,South,Chennai,Energy
C00446,Customer 0446,SMB,East,Guwahati,Manufacturing
C00447,Customer 0447,Mid-Market,Central,Bhopal,Healthcare
C00448,Customer 0448,SMB,West,Mumbai,Automotive
C00449,Customer 0449,Mid-Market,North,Delhi,Automotive
C00450,Customer 0450,Enterprise,West,Ahmedabad,Healthcare
C00451,Customer 0451,Enterprise,North,Lucknow,Healthcare
C00452,Customer 0452,Mid-Market,Central,Bhopal,Automotive
C00453,Customer 0453,Mid-Market,East,Kolkata,Healthcare
C00454,Customer 0454,SMB,North,Delhi,Logistics
C00455,Customer 0455,Mid-Market,North,Delhi,Automotive
C00456,Customer 0456,Mid-Market,North,Lucknow,Energy
C00457,Customer 0457,Mid-Market,Central,Bhopal,Construction
C00458,Customer 0458,Mid-Market,South,Hyderabad,Automotive
C00459,Customer 0459,SMB,East,Kolkata,Energy
C00460,Customer 0460,Enterprise,West,Ahmedabad,Energy
