order_id,order_date,customer_id,customer_name,segment,industry,region,city,salesperson,product_name,category,units,unit_price,discount_pct,gross_sales,net_sales,cost,gross_margin,order_status,allocated_target
O0040738,2023-01-01,C01426,Customer 1426,Mid-Market,Construction,South,Hyderabad,SP043,Filtration,Components,1,35943.598193226564,0.07678898506467279,35943.598193226564,33183.52576839629,23816.280012768697,9367.245755627595,Completed,35133.462442632255
O0028006,2023-01-01,C00361,Customer 0361,Enterprise,Automotive,Central,Bhopal,SP039,Filtration,Components,4,35372.39415835657,0.057467994706144526,141489.57663342627,133358.45439248192,98596.45824765085,34761.996144831064,Completed,133412.0352580037
O0010619,2023-01-01,C01475,Customer 1475,Enterprise,Healthcare,West,Ahmedabad,SP050,Industrial Engines,Engines,2,233175.85774169237,0.06312750388841493,466351.71548338473,436912.0957508384,361141.6419992334,75770.453751605,Completed,435340.9352759891
O0013204,2023-01-01,C01857,Customer 1857,Mid-Market,Manufacturing,South,Hyderabad,SP059,Telematics,Digital,3,61358.42497654296,0.07363954954347765,184075.27492962888,170520.05460171922,110315.747296946,60204.30730477322,Completed,187613.48909101295
O0006851,2023-01-01,C02160,Customer 2160,Enterprise,Automotive,North,Delhi,SP037,Filtration,Components,1,43271.4247534871,0.05896155016614739,43271.4247534871,40720.074472123706,30247.145374354346,10472.92909776936,Completed,40278.26773030424
O0005493,2023-01-01,C00863,Customer 0863,SMB,Logistics,East,Bhubaneswar,SP019,Industrial Engines,Engines,2,218688.74397737847,0.15771283079757858,437377.48795475694,368397.44620227837,310225.3826587266,58172.063543551776,Completed,372019.95890800795
O0020961,2023-01-01,C01242,Customer 1242,Enterprise,Manufacturing,South,Bengaluru,SP010,Engine Systems,Powertrain,2,183807.87524733873,0.10213201197564875,367615.75049467746,330070.41426271794,272379.7869372161,57690.62732550182,Completed,335064.5593091409
O0007031,2023-01-01,C01255,Customer 1255,Mid-Market,Automotive,North,Delhi,SP019,Power Generation,Power Systems,1,138425.9869674788,0.10944752570291913,138425.9869674788,123275.60520090371,102491.93617930237,20783.669021601338,Completed,117134.50988873243
O0045018,2023-01-01,C01186,Customer 1186,Mid-Market,Logistics,Central,Bhopal,SP058,Industrial Engines,Engines,1,204137.2091634964,0.01144450797665561,204137.2091634964,201800.95924489253,168159.65004335745,33641.30920153507,Completed,189602.77925855393
O0007236,2023-01-01,C00679,Customer 0679,Mid-Market,Manufacturing,North,Lucknow,SP033,Engine Systems,Powertrain,2,200878.69055382095,0.04355526324890873,401757.3811076419,384258.7326113064,321459.04752898414,62799.68508232228,Completed,393557.2880481599
O0033832,2023-01-01,C01910,Customer 1910,Enterprise,Healthcare,Central,Indore,SP042,Telematics,Digital,1,51167.661802837545,0.08841186649435735,51167.661802837545,46643.83331869664,29202.7106152129,17441.12270348374,Completed,43950.54046910134
O0046016,2023-01-01,C01826,Customer 1826,Enterprise,Construction,North,Lucknow,SP016,Aftermarket Parts,Components,2,25745.855706457376,0.14981772908227597,51491.71141291475,43777.34014247195,32279.169020079156,11498.171122392792,Completed,43302.3625235801
O0019220,2023-01-01,C00562,Customer 0562,Enterprise,Automotive,South,Hyderabad,SP029,Telematics,Digital,2,50310.959879644586,0.09806369218712793,100621.91975928917,90754.56279273635,56719.64033097211,34034.92246176424,Completed,99852.06852205069
O0039239,2023-01-02,C01411,Customer 1411,SMB,Automotive,Central,Bhopal,SP047,Telematics,Digital,1,56954.28016781621,0.06923331794130098,56954.28016781621,53011.146380839855,31691.514190646063,21319.63219019379,Completed,49950.19423908832
O0036865,2023-01-02,C01634,Customer 1634,Mid-Market,Logistics,East,Guwahati,SP042,Industrial Engines,Engines,2,191545.25905945516,0.04969401357231508,383090.5181189103,364053.212712084,310444.2963489018,53608.91636318219,Returned,367633.00785509124
O0014639,2023-01-02,C01834,Customer 1834,Mid-Market,Construction,North,Delhi,SP001,Telematics,Digital,2,55018.045481986876,0.07536343768110908,110036.09096397375,101743.39287993747,64641.58956744058,37101.80331249689,Completed,98943.75015775721
O0007129,2023-01-02,C00523,Customer 0523,Mid-Market,Energy,North,Chandigarh,SP033,Cooling Systems,Components,3,35062.03686878474,0.10688083771423422,105186.11060635421,93943.73098884498,72498.25984246802,21445.471146376964,Completed,92924.4555027218
O0045873,2023-01-02,C01970,Customer 1970,Mid-Market,Automotive,West,Mumbai,SP024,Cooling Systems,Components,3,31759.40154528898,0.051570105380717816,95278.20463586695,90364.69758230969,69812.58977121624,20552.107811093447,Completed,98886.88139215663
O0030286,2023-01-02,C01445,Customer 1445,Enterprise,Energy,North,Lucknow,SP034,Power Generation,Power Systems,3,153212.69367350233,0.009008037691730794,459638.08102050703,455497.6438621195,371522.64443644654,83974.99942567298,Completed,432806.58149931056
O0002275,2023-01-02,C00524,Customer 0524,Enterprise,Automotive,West,Ahmedabad,SP019,Cooling Systems,Components,1,33382.44029698579,0.15072061245812124,33382.44029698579,28351.018450077423,21858.420299126803,6492.59815095062,Completed,31024.768231709197
O0021490,2023-01-02,C00176,Customer 0176,Mid-Market,Energy,North,Lucknow,SP034,Power Generation,Power Systems,2,150490.94201997237,0.09955799053791928,300981.88403994474,271016.7324766108,223899.52034368576,47117.21213292505,Completed,257515.76784845343
O0024327,2023-01-02,C01011,Customer 1011,Mid-Market,Manufacturing,West,Mumbai,SP032,Telematics,Digital,2,57742.714127347455,0.15869116621181037,115485.42825469491,97158.91096448702,58513.961813137015,38644.94915135,Completed,103958.26768989449
O0032682,2023-01-02,C00171,Customer 0171,Mid-Market,Construction,South,Chennai,SP032,Engine Systems,Powertrain,2,197489.9072026187,0.056529346721716806,394979.8144052374,372651.8635286444,312085.6218942147,60566.241634429665,Completed,378290.28908229177
O0020513,2023-01-02,C01781,Customer 1781,Enterprise,Construction,North,Chandigarh,SP002,Service Contracts,Services,4,76292.88606077066,0.010315686672590446,305171.54424308264,302023.4902112804,201627.48097239572,100396.0092388847,Completed,288029.11579745467
O0037765,2023-01-02,C01354,Customer 1354,Enterprise,Healthcare,South,Bengaluru,SP005,Industrial Engines,Engines,1,277742.588534393,0.06536746499915741,277742.588534393,259587.2595995957,232412.47166133465,27174.787938261055,Returned,266754.57878255507
O0002870,2023-01-02,C00183,Customer 0183,SMB,Logistics,West,Mumbai,SP038,Telematics,Digital,3,56815.75576247728,0.19198390017282557,170447.26728743184,137724.1361397906,87540.52519268198,50183.61094710861,Completed,147362.32086229432
O0029204,2023-01-02,C01814,Customer 1814,SMB,Automotive,South,Bengaluru,SP054,Cooling Systems,Components,1,35378.83135978577,0.0,35378.83135978577,35378.83135978577,28058.231732084103,7320.5996277016675,Completed,37457.76900015423
O0023047,2023-01-02,C01769,Customer 1769,Mid-Market,Logistics,North,Lucknow,SP022,Engine Systems,Powertrain,2,184861.1012078955,0.12788775142152942,369722.202415791,322439.2612982199,258780.25503128552,63659.00626693439,Completed,330241.86691715947
O0046963,2023-01-02,C01313,Customer 1313,Mid-Market,Logistics,West,Pune,SP013,Service Contracts,Services,1,67369.28712077363,0.021142065358939033,67369.28712077363,65944.9612492811,43201.85831653822,22743.102932742877,Completed,73943.19709126366
O0049281,2023-01-02,C02157,Customer 2157,Enterprise,Construction,North,Delhi,SP017,Telematics,Digital,2,60380.01549643648,0.024983258359379687,120760.03099287295,117743.05193909131,68927.91885733131,48815.133081759996,Completed,114503.15135077931
O0045277,2023-01-02,C00730,Customer 0730,SMB,Healthcare,West,Pune,SP007,Filtration,Components,1,34786.273385062064,0.09989259889004545,34786.273385062064,31311.382130928596,23522.963592697237,7788.418538231359,Completed,34264.320180846546
O0019228,2023-01-02,C00095,Customer 0095,SMB,Healthcare,South,Bengaluru,SP010,Cooling Systems,Components,1,34620.975455478576,0.17199480459675448,34620.975455478576,28666.347547064503,21195.463274600585,7470.884272463918,Completed,30350.84493256088
O0047665,2023-01-02,C02145,Customer 2145,SMB,Automotive,South,Bengaluru,SP046,Filtration,Components,3,36389.600152341576,0.053485493976529686,109168.80045702473,103329.85323775557,73726.09933323362,29603.753904521946,Completed,109401.74179408292
O0022631,2023-01-02,C00525,Customer 0525,SMB,Construction,North,Delhi,SP027,Service Contracts,Services,1,72580.10652210435,0.0,72580.10652210435,72580.10652210435,49045.13887423379,23534.967647870566,Completed,69217.07941134836
O0034480,2023-01-02,C00580,Customer 0580,Mid-Market,Construction,South,Hyderabad,SP021,Industrial Engines,Engines,2,282395.4151358863,0.03504193673302819,564790.8302717726,544999.4657299947,456700.8948299516,88298.57090004312,Completed,560047.1423049327
O0000818,2023-01-02,C00297,Customer 0297,SMB,Automotive,Central,Indore,SP022,Power Generation,Power Systems,1,132626.77580450033,0.05044433365114499,132626.77580450033,125936.5064747425,106348.11847468533,19588.38800005718,Completed,119820.00401121659
O0020638,2023-01-02,C02063,Customer 2063,Enterprise,Construction,West,Mumbai,SP057,Engine Systems,Powertrain,3,182751.34667624705,0.09267123474312511,548254.0400287411,497446.66118637094,432949.2636548753,64497.39753149566,Completed,553292.8061417287
O0035857,2023-01-02,C01156,Customer 1156,Mid-Market,Construction,North,Chandigarh,SP030,Power Generation,Power Systems,1,138172.05084815627,0.1456761145544336,138172.05084815627,118043.68334057923,102300.76800489346,15742.915335685771,Completed,112163.22135288219
O0034388,2023-01-02,C02138,Customer 2138,Enterprise,Logistics,East,Guwahati,SP035,Power Generation,Power Systems,3,111638.02163201831,0.019105921537079268,334914.0648960549,328515.22305048665,271049.71180512564,57465.511245361005,Completed,361963.74860430794
O0006902,2023-01-02,C00180,Customer 0180,Mid-Market,Logistics,East,Kolkata,SP008,Power Generation,Power Systems,3,122551.44740293041,0.06753302923506016,367654.34220879123,342825.5307680081,288249.08150269673,54576.449265311356,Returned,377731.09289057006
O0046942,2023-01-02,C01231,Customer 1231,SMB,Manufacturing,North,Chandigarh,SP041,Telematics,Digital,1,43695.623127220504,0.08289371703878055,43695.623127220504,40073.53050787949,24490.24211072234,15583.28839715715,Completed,38970.83907148475
O0014893,2023-01-02,C00040,Customer 0040,Mid-Market,Logistics,East,Kolkata,SP005,Filtration,Components,2,35617.19659011908,0.08351610587825223,71234.39318023816,65285.174057224336,50344.03783080348,14941.136226420858,Returned,73781.65177256642
O0040656,2023-01-02,C01331,Customer 1331,Mid-Market,Automotive,East,Guwahati,SP034,Service Contracts,Services,1,56174.296455630145,0.14522011339432317,56174.296455630145,48016.658754497206,28465.57130937393,19551.087445123278,Completed,48314.11715508469
O0000862,2023-01-02,C00130,Customer 0130,SMB,Automotive,West,Pune,SP039,Power Generation,Power Systems,1,124666.32975939187,0.0774695113922869,124666.32975939187,115008.49010586207,94462.90537972873,20545.58472613334,Completed,115623.83733838887
O0034502,2023-01-02,C01150,Customer 1150,Enterprise,Healthcare,Central,Bhopal,SP037,Telematics,Digital,1,52498.17099355851,0.10545461095049684,52498.17099355851,46961.99679582014,30615.68454115917,16346.312254660967,Completed,44250.33265559604
O0018220,2023-01-02,C01313,Customer 1313,Mid-Market,Logistics,West,Pune,SP025,Industrial Engines,Engines,1,205589.54475111963,0.08959217908714229,205589.54475111963,187170.32943933326,162658.93283343603,24511.39660589723,Cancelled,186497.25440538573
O0015624,2023-01-02,C00504,Customer 0504,Enterprise,Construction,West,Ahmedabad,SP002,Power Generation,Power Systems,6,126519.79601810931,0.08671998037641117,759118.7761086558,693288.0107411479,585574.129323764,107713.8814173839,Completed,696997.4139196514
O0013165,2023-01-02,C00223,Customer 0223,Enterprise,Construction,East,Guwahati,SP048,Aftermarket Parts,Components,3,20415.172428430844,0.16547183898757717,61245.51728529253,51111.108910349736,36852.05577845389,14259.053131895846,Returned,57762.9162178184
O0005477,2023-01-02,C02191,Customer 2191,Mid-Market,Healthcare,North,Delhi,SP056,Industrial Engines,Engines,1,233204.4756038298,0.18551915445688516,233204.4756038298,189940.578474246,165087.3677625504,24853.210711695603,Cancelled,187608.7294667137
O0008155,2023-01-02,C00077,Customer 0077,Enterprise,Construction,South,Chennai,SP054,Cooling Systems,Components,2,35626.86073412941,0.06635345798153514,71253.72146825882,66525.7906547867,56130.35874240635,10395.43191238035,Completed,70434.99186160535
O0022535,2023-01-02,C00412,Customer 0412,SMB,Construction,West,Mumbai,SP022,Engine Systems,Powertrain,1,202277.89372497657,0.07054847932332961,202277.89372497657,188007.4959219534,158978.76957405952,29028.726347893884,Completed,209114.26914847537
O0048293,2023-01-02,C00717,Customer 0717,Mid-Market,Construction,West,Mumbai,SP003,Service Contracts,Services,5,58215.27866958196,0.1673677073130307,291076.3933479098,242359.60474032426,167425.46002732776,74934.1447129965,Completed,271754.56139145006
O0046932,2023-01-02,C00846,Customer 0846,Mid-Market,Healthcare,Central,Indore,SP032,Cooling Systems,Components,3,31049.14891565464,0.12079732509735681,93147.44674696392,81895.48434028219,63882.6573936411,18012.826946641086,Completed,81928.38837290066
O0047521,2023-01-02,C02020,Customer 2020,Mid-Market,Logistics,South,Bengaluru,SP028,Industrial Engines,Engines,2,235653.364321147,0.06422799115067586,471306.728642294,441035.6442458027,373376.223723152,67659.4205226507,Returned,453212.8336743116
O0021500,2023-01-02,C00043,Customer 0043,Enterprise,Energy,East,Guwahati,SP046,Service Contracts,Services,4,60223.13032161289,0.0331304329364479,240892.52128645155,232911.6477650789,157939.21387882155,74972.43388625735,Cancelled,234354.5121379755
O0024801,2023-01-02,C00773,Customer 0773,Mid-Market,Construction,West,Ahmedabad,SP057,Engine Systems,Powertrain,1,193775.63039512731,0.06748438720678826,193775.63039512731,180698.80072230304,148964.3530629988,31734.44765930425,Completed,200985.05894007863
O0031114,2023-01-02,C01521,Customer 1521,SMB,Manufacturing,South,Bengaluru,SP042,Telematics,Digital,2,61245.89405897807,0.07635091076015368,122491.78811795614,113139.42853451041,70067.43621291016,43071.99232160025,Completed,124480.85939628122
O0006230,2023-01-02,C00222,Customer 0222,SMB,Manufacturing,West,Ahmedabad,SP011,Filtration,Components,2,34927.93143541136,0.07243792928699412,69855.86287082272,64795.648815904104,48292.18736999983,16503.46144590427,Completed,70906.44699330573
O0012633,2023-01-02,C00310,Customer 0310,Mid-Market,Energy,North,Chandigarh,SP049,Industrial Engines,Engines,1,219703.25873911404,0.15673597844809764,219703.25873911404,185267.85351240344,158368.68756096216,26899.165951441275,Completed,182993.37028290695
O0045025,2023-01-02,C01558,Customer 1558,Mid-Market,Healthcare,West,Ahmedabad,SP025,Aftermarket Parts,Components,2,23615.824429862147,0.07803990271567068,47231.64885972429,43545.69557761069,31992.432806310302,11553.26277130039,Completed,47652.43672508162
O0010354,2023-01-02,C02190,Customer 2190,SMB,Automotive,Central,Nagpur,SP054,Service Contracts,Services,3,60415.67068790894,0.17209921960813984,181247.0120637268,150054.54273125232,93453.90189408886,56600.64083716346,Completed,155598.60244675184
O0028039,2023-01-02,C01298,Customer 1298,Enterprise,Automotive,North,Lucknow,SP001,Cooling Systems,Components,1,30047.693178330752,0.03312430826766624,30047.693178330752,29052.384126759473,22491.532258067655,6560.851868691818,Completed,28737.170087013106
O0008640,2023-01-02,C00893,Customer 0893,Mid-Market,Energy,South,Hyderabad,SP027,Cooling Systems,Components,1,32952.507768609634,0.05485684524463458,32952.507768609634,31144.8371495244,24631.901326139752,6512.935823384647,Completed,32974.976014057094
O0037793,2023-01-03,C01035,Customer 1035,SMB,Construction,South,Hyderabad,SP007,Industrial Engines,Engines,2,272501.61066210794,0.07233761537784818,545003.2213242159,505578.9879203765,442382.8040246423,63196.1838957342,Completed,519538.2476475766
O0042344,2023-01-03,C00185,Customer 0185,Mid-Market,Energy,East,Bhubaneswar,SP048,Service Contracts,Services,2,60992.52894504434,0.038640359979856785,121985.05789008868,117271.51134105197,76753.3438064467,40518.167534605265,Completed,117997.99662975855
O0020749,2023-01-03,C00167,Customer 0167,Mid-Market,Automotive,Central,Bhopal,SP057,Telematics,Digital,1,53031.489081740554,0.11901913915134467,53031.489081740554,46719.72690331786,28690.139405793754,18029.587497524106,Completed,44022.051831374025
O0018672,2023-01-03,C02163,Customer 2163,Enterprise,Automotive,South,Hyderabad,SP012,Filtration,Components,1,49557.377455289316,0.14126626911143003,49557.377455289316,42556.5916352337,32563.302142695473,9993.289492538228,Completed,45057.31019477439
O0015314,2023-01-03,C01758,Customer 1758,Mid-Market,Energy,Central,Nagpur,SP034,Filtration,Components,1,39995.90196503827,0.08997381318717408,39995.90196503827,36397.318153383385,27958.290098278423,8439.028055104962,Completed,36411.941896723954
O0002072,2023-01-03,C00831,Customer 0831,SMB,Logistics,West,Mumbai,SP052,Service Contracts,Services,1,71245.48173270295,0.03881328832043413,71245.48173270295,68480.21030868332,46784.30223456361,21695.90807411971,Completed,76785.93772411016
O0007685,2023-01-03,C01521,Customer 1521,SMB,Manufacturing,South,Bengaluru,SP022,Industrial Engines,Engines,1,224218.4694539839,0.046082464265277054,224218.4694539839,213885.9298477556,169849.62714242033,44036.302705335256,Completed,219791.41507968685
O0034135,2023-01-03,C00053,Customer 0053,Enterprise,Automotive,East,Bhubaneswar,SP015,Aftermarket Parts,Components,1,21595.43716086723,0.05053507378567511,21595.43716086723,20504.110150508895,14308.420677568729,6195.6894729401665,Completed,23172.598325389394
O0012111,2023-01-03,C00388,Customer 0388,SMB,Automotive,Central,Indore,SP039,Industrial Engines,Engines,1,218542.0684713259,0.11832707404477266,218542.0684713259,192682.62495342156,166069.60019944282,26613.024753978738,Completed,181035.61718786508
O0021918,2023-01-03,C01632,Customer 1632,Mid-Market,Logistics,Central,Bhopal,SP006,Service Contracts,Services,4,63787.805353264645,0.11034536618475654,255151.22141305858,226996.46645374675,152601.77476472725,74394.6916890195,Completed,235383.2966177685
O0040236,2023-01-03,C01562,Customer 1562,SMB,Healthcare,West,Pune,SP045,Industrial Engines,Engines,1,208642.8991042308,0.14764065348178568,208642.8991042308,177838.7251361479,145268.30649894243,32570.41863720547,Completed,177199.20707622485
O0003398,2023-01-03,C01422,Customer 1422,Mid-Market,Manufacturing,West,Ahmedabad,SP025,Power Generation,Power Systems,1,133360.77414621133,0.058547488270483145,133360.77414621133,125552.83578614346,106463.4299167789,19089.405869364564,Completed,126224.60001820825
O0044596,2023-01-03,C02126,Customer 2126,Mid-Market,Manufacturing,South,Bengaluru,SP013,Filtration,Components,4,42348.72913807507,0.05889128184499581,169394.91655230027,159419.03277850922,119204.91814123582,40214.11463727341,Completed,168786.84440755853
O0011851,2023-01-03,C01165,Customer 1165,Enterprise,Manufacturing,North,Delhi,SP028,Cooling Systems,Components,3,35833.27228850334,0.07126624776798313,107499.81686551003,99838.70828175978,80068.75630613625,19769.95197562354,Returned,98755.47317020257
O0025627,2023-01-03,C01274,Customer 1274,Mid-Market,Automotive,West,Pune,SP038,Telematics,Digital,3,58831.207603616145,0.08047709329917485,176493.62281084844,162289.9290611904,95226.20148415623,67063.72757703417,Completed,173647.2725068311
O0004718,2023-01-03,C01261,Customer 1261,SMB,Manufacturing,North,Delhi,SP020,Telematics,Digital,2,56228.66315629019,0.18903355697639632,112457.32631258038,91199.11791165802,54946.123662617705,36252.99424904031,Completed,88689.61887193238
O0033970,2023-01-03,C01849,Customer 1849,SMB,Energy,South,Bengaluru,SP049,Cooling Systems,Components,1,37546.765100193814,0.13832383186710293,37546.765100193814,32353.152677320995,24938.538538970035,7414.61413835096,Returned,34254.29480950355
O0022782,2023-01-03,C00391,Customer 0391,Enterprise,Manufacturing,West,Mumbai,SP035,Service Contracts,Services,6,66524.21544179061,0.12827246634040157,399145.2926507437,347945.9415342714,219919.57845768583,128026.36307658558,Completed,390147.0991046251
