customer_id,customer_name,segment,region,revenue,orders,units,avg_order_value
C00141,Customer 0141,Mid-Market,West,3408768.282794737,21,38,162322.29918070175
C00142,Customer 0142,Enterprise,West,3048542.5333714834,13,30,234503.27179780643
C00143,Customer 0143,Enterprise,Central,3154790.860751248,16,38,197174.428796953
C00144,Customer 0144,Mid-Market,West,2429362.117139944,19,30,127861.16405999704
C00145,Customer 0145,SMB,West,1493622.5893446219,14,20,106687.32781033013
C00146,Customer 0146,Mid-Market,South,4331118.456989457,19,33,227953.6029994451
C00147,Customer 0147,Mid-Market,South,1979361.4555539424,14,27,141382.96111099588
C00148,Customer 0148,SMB,West,2055996.047961107,21,30,97904.57371243366
C00149,Customer 0149,Mid-Market,South,3889275.365630387,24,44,162053.14023459944
C00150,Customer 0150,SMB,North,3653272.2213053675,24,30,152219.67588772366
C00151,Customer 0151,Mid-Market,Central,3325207.2611100473,31,55,107264.75035838863
C00152,Customer 0152,Mid-Market,Central,1910433.1572244829,15,28,127362.2104816322
C00153,Customer 0153,Enterprise,North,8074388.070809936,28,68,288371.0025289263
C00154,Customer 0154,Enterprise,West,9319918.172748292,26,69,358458.3912595497
C00155,Customer 0155,SMB,North,3750137.2392663723,21,36,178577.96377458915
C00156,Customer 0156,SMB,East,2117529.9093095195,18,22,117640.55051719553
C00157,Customer 0157,SMB,South,3347426.590373236,32,44,104607.08094916363
C00158,Customer 0158,SMB,West,2714534.5289892983,23,29,118023.24039083906
C00159,Customer 0159,Enterprise,East,5384055.653606492,20,68,269202.7826803246
C00160,Customer 0160,SMB,East,1982595.7930170544,17,22,116623.28194217967
C00161,Customer 0161,Mid-Market,North,2502112.1503889877,21,32,119148.19763757085
C00162,Customer 0162,SMB,Central,2940454.53336374,24,38,122518.93889015583
C00163,Customer 0163,Enterprise,South,5848416.8557453845,23,67,254278.9937280602
C00164,Customer 0164,Mid-Market,North,5056476.096535806,24,40,210686.50402232524
C00165,Customer 0165,SMB,West,3082904.067185444,26,37,118573.2333532863
C00166,Customer 0166,SMB,South,3947217.183506187,29,46,136110.9373622823
C00167,Customer 0167,Mid-Market,Central,5595521.348617923,30,65,186517.37828726412
C00168,Customer 0168,Mid-Market,East,1989085.3438551193,19,30,104688.70230816417
C00169,Customer 0169,Mid-Market,South,5244810.199018658,24,47,218533.75829244408
C00170,Customer 0170,SMB,Central,4083345.5118928542,27,50,151235.0189589946
C00171,Customer 0171,Mid-Market,South,5684931.659700342,19,46,299206.92945791275
C00172,Customer 0172,Mid-Market,West,6065119.076781123,24,53,252713.29486588013
C00173,Customer 0173,Mid-Market,South,6849973.213421896,25,48,273998.9285368759
C00174,Customer 0174,Mid-Market,Central,3698594.2884669458,22,37,168117.92220304298
C00175,Customer 0175,Mid-Market,North,2888933.33325395,19,34,152049.12280283947
C00176,Customer 0176,Mid-Market,North,5185710.786996104,34,57,152520.9054998854
C00177,Customer 0177,SMB,South,4992969.9211896965,22,39,226953.1782358953
C00178,Customer 0178,SMB,Central,2223820.5459676986,25,38,88952.82183870794
C00179,Customer 0179,SMB,Central,3700427.2502704426,33,50,112134.15909910432
C00180,Customer 0180,Mid-Market,East,4521325.944505716,21,41,215301.23545265314
C00181,Customer 0181,Mid-Market,Central,4490494.522458529,24,53,187103.93843577206
C00182,Customer 0182,SMB,Central,3285759.407622634,27,38,121694.79287491237
C00183,Customer 0183,SMB,West,2389262.567251948,23,33,103880.98118486731
C00184,Customer 0184,Mid-Market,South,3240168.688389308,20,40,162008.4344194654
C00185,Customer 0185,Mid-Market,East,3577501.0572063266,23,38,155543.52422636203
C00186,Customer 0186,SMB,East,3289039.0095385863,25,36,131561.56038154344
C00187,Customer 0187,Mid-Market,South,7110021.98582941,26,51,273462.3840703619
C00188,Customer 0188,SMB,North,3529924.75105966,31,39,113868.54035676323
C00189,Customer 0189,Enterprise,East,4524092.05924821,18,43,251338.44773601167
C00190,Customer 0190,Mid-Market,South,3567266.507670756,22,44,162148.477621398
C00191,Customer 0191,Mid-Market,Central,1752991.56077226,16,24,109561.97254826625
C00192,Customer 0192,Enterprise,South,9490128.991932048,24,69,395422.04133050196
C00193,Customer 0193,SMB,North,1325921.2115413113,19,22,69785.32692322691
C00194,Customer 0194,Mid-Market,Central,3069498.1858714633,21,39,146166.5802795935
C00195,Customer 0195,Enterprise,North,5718053.990380262,22,57,259911.54501728463
C00196,Customer 0196,SMB,North,2706450.5128449006,18,27,150358.3618247167
C00197,Customer 0197,SMB,West,2643406.6759476764,18,26,146855.92644153757
C00198,Customer 0198,SMB,Central,2738428.7072401927,14,22,195602.05051715663
C00199,Customer 0199,Mid-Market,North,3782634.1393274595,20,38,189131.70696637296
C00200,Customer 0200,SMB,South,3129193.7944212127,17,29,184070.2232012478
C00201,Customer 0201,Mid-Market,East,2764342.6375526753,19,40,145491.71776593028
C00202,Customer 0202,Mid-Market,Central,3410114.4288679413,17,33,200594.96640399654
C00203,Customer 0203,Enterprise,West,4055434.2301561614,22,56,184337.91955255278
C00204,Customer 0204,Mid-Market,North,2392106.183537646,14,26,170864.72739554616
C00205,Customer 0205,SMB,North,2615719.1046778862,24,27,108988.29602824526
C00206,Customer 0206,Mid-Market,South,3989257.442203236,22,39,181329.88373651073
C00207,Customer 0207,Mid-Market,North,5696238.605607056,20,44,284811.9302803528
C00208,Customer 0208,SMB,East,2811683.8320792913,17,23,165393.16659289948
C00209,Customer 0209,Mid-Market,North,5946457.974572971,24,64,247769.08227387382
C00210,Customer 0210,Mid-Market,West,4139215.23899243,19,40,217853.43363118052
C00211,Customer 0211,SMB,East,4410542.13978792,29,38,152087.65999268688
C00212,Customer 0212,SMB,West,1780643.6718034206,21,32,84792.55580016288
C00213,Customer 0213,SMB,North,4281443.698009577,27,43,158571.98881516952
C00214,Customer 0214,SMB,East,3314332.655807815,30,44,110477.75519359384
C00215,Customer 0215,SMB,East,2785233.974887004,21,32,132630.18928033352
C00216,Customer 0216,SMB,East,4147582.0672463654,27,42,153614.15063875428
C00217,Customer 0217,Mid-Market,North,2029364.5615738907,21,36,96636.4076939948
C00218,Customer 0218,Enterprise,North,3532843.2918496435,16,40,220802.70574060272
C00219,Customer 0219,Mid-Market,Central,4289954.904617372,23,44,186519.77846162487
C00220,Customer 0220,SMB,South,3291534.5308882026,21,27,156739.7395661049
C00221,Customer 0221,Mid-Market,South,2093480.632727895,14,23,149534.33090913534
C00222,Customer 0222,SMB,West,2476731.259041444,18,31,137596.181057858
C00223,Customer 0223,Enterprise,East,6688721.288390153,23,61,290813.9690604414
C00224,Customer 0224,Mid-Market,Central,3863658.0795305204,26,49,148602.23382809694
C00225,Customer 0225,Mid-Market,South,5297214.912803221,28,50,189186.2468858293
C00226,Customer 0226,Mid-Market,Central,2432325.2816206207,17,36,143077.95774238947
C00227,Customer 0227,Enterprise,North,5202619.784392286,24,62,216775.8243496786
C00228,Customer 0228,Enterprise,West,6164105.342351234,25,60,246564.21369404934
C00229,Customer 0229,SMB,West,3378103.7351146326,23,37,146874.07543976663
C00230,Customer 0230,Mid-Market,North,3197235.42935327,19,37,168275.54891333
C00231,Customer 0231,Enterprise,North,6580091.379950381,24,61,274170.4741645992
C00232,Customer 0232,Enterprise,South,6954249.959819843,23,60,302358.6939052106
C00233,Customer 0233,Mid-Market,Central,1388736.9304265212,14,28,99195.4950304658
C00234,Customer 0234,Enterprise,West,5510124.5896008,19,55,290006.55734741053
C00235,Customer 0235,SMB,Central,2714073.8318287344,23,28,118003.21007951019
C00236,Customer 0236,SMB,East,3126705.51530209,16,28,195419.09470638062
C00237,Customer 0237,Mid-Market,West,3716803.6141819092,21,31,176990.64829437662
C00238,Customer 0238,Mid-Market,East,1809265.4584224182,14,28,129233.24703017273
C00239,Customer 0239,Enterprise,North,5193749.761973921,19,55,273355.25063020637
C00240,Customer 0240,Mid-Market,North,4521424.170824754,24,48,188392.67378436474
C00241,Customer 0241,SMB,Central,1276386.6015677364,14,21,91170.4715405526
C00242,Customer 0242,Mid-Market,East,3567050.982276137,20,43,178352.54911380686
C00243,Customer 0243,SMB,South,3372278.390687883,18,31,187348.79948266016
C00244,Customer 0244,Mid-Market,West,4878070.512477368,28,59,174216.80401704885
C00245,Customer 0245,Mid-Market,West,4980819.056833651,32,59,155650.5955260516
C00246,Customer 0246,Mid-Market,Central,2441969.102277242,17,31,143645.241310426
C00247,Customer 0247,Mid-Market,West,6240845.1016273005,28,61,222887.3250581179
C00248,Customer 0248,SMB,South,3417712.712568276,22,29,155350.57784401256
C00249,Customer 0249,Enterprise,South,6158678.691564835,25,60,246347.1476625934
C00250,Customer 0250,SMB,South,2511796.992661672,22,28,114172.59057553056
C00251,Customer 0251,SMB,West,2238678.1252135662,23,33,97333.83153102463
C00252,Customer 0252,Mid-Market,Central,5176453.652873029,20,49,258822.68264365144
C00253,Customer 0253,Mid-Market,South,2743194.28235416,16,24,171449.642647135
C00254,Customer 0254,Mid-Market,South,2577494.373082505,19,37,135657.59858328974
C00255,Customer 0255,Mid-Market,South,5474792.287167124,25,44,218991.69148668498
C00256,Customer 0256,SMB,East,1163002.18836068,14,20,83071.5848829057
C00257,Customer 0257,Mid-Market,East,2879121.80891716,25,37,115164.8723566864
C00258,Customer 0258,SMB,North,2301101.107677953,17,28,135358.88868693842
C00259,Customer 0259,Mid-Market,North,3153811.5117933657,15,25,210254.1007862244
C00260,Customer 0260,Mid-Market,West,3813760.463893815,23,44,165815.67234320936
C00261,Customer 0261,SMB,North,4795323.97097001,29,42,165355.99899896586
C00262,Customer 0262,Mid-Market,Central,3137274.62727469,17,34,184545.5663102759
C00263,Customer 0263,SMB,South,3895104.978104455,25,36,155804.1991241782
C00264,Customer 0264,Enterprise,North,5662844.835200483,24,54,235951.86813335345
C00265,Customer 0265,SMB,Central,1662259.502546428,18,27,92347.75014146822
C00266,Customer 0266,SMB,North,2233299.395510894,23,33,97099.97371786495
C00267,Customer 0267,SMB,South,2258480.227950582,11,19,205316.3843591438
C00268,Customer 0268,Mid-Market,North,4003825.7672665864,20,36,200191.2883633293
C00269,Customer 0269,SMB,North,4032199.5908061117,23,34,175313.02568722225
C00270,Customer 0270,Mid-Market,North,3876290.7668234105,17,34,228017.10393078884
C00271,Customer 0271,SMB,North,3145021.0922310697,23,42,136740.04748830738
C00272,Customer 0272,Enterprise,North,5766437.41155955,23,75,250714.67006780652
C00273,Customer 0273,Mid-Market,North,2815986.7271608356,19,31,148209.82774530715
C00274,Customer 0274,Mid-Market,West,2863624.8393160077,19,32,150717.09680610566
C00275,Customer 0275,Mid-Market,East,3089332.449850593,21,42,147111.06904050443
C00276,Customer 0276,Mid-Market,South,4120689.7302529844,23,43,179160.42305447758
C00277,Customer 0277,SMB,South,3403455.8661396136,21,27,162069.32695902922
C00278,Customer 0278,Mid-Market,West,6260984.980079986,33,58,189726.8175781814
C00279,Customer 0279,SMB,Central,1760964.4272522759,28,32,62891.58668758128
C00280,Customer 0280,Enterprise,Central,4479868.909167623,27,62,165921.07070991196
C00281,Customer 0281,SMB,North,3374267.9110853546,24,36,140594.4962952231
C00282,Customer 0282,SMB,North,3697997.7900600187,26,40,142230.68423307763
C00283,Customer 0283,Mid-Market,South,5602183.98810706,26,49,215468.6149271946
C00284,Customer 0284,SMB,South,4109587.1833423357,27,42,152206.9327163828
C00285,Customer 0285,SMB,West,2165981.3539007735,16,25,135373.83461879834
C00286,Customer 0286,SMB,South,2732795.2367453286,18,29,151821.9575969627
C00287,Customer 0287,Mid-Market,North,4898882.864445304,21,44,233280.1364021573
C00288,Customer 0288,Mid-Market,South,3696593.0004196595,22,42,168026.95456452997
C00289,Customer 0289,SMB,West,2025692.5261977925,20,28,101284.62630988963
C00290,Customer 0290,Mid-Market,North,2672934.431196044,15,39,178195.62874640294
C00291,Customer 0291,SMB,Central,3968373.0817709393,30,43,132279.10272569797
C00292,Customer 0292,Mid-Market,North,1864019.66610079,14,27,133144.26186434214
C00293,Customer 0293,SMB,Central,2881784.0383139267,26,35,110837.84762745872
C00294,Customer 0294,Enterprise,North,5947074.653733364,28,70,212395.52334762015
C00295,Customer 0295,Enterprise,Central,3869165.009934341,18,47,214953.61166301894
C00296,Customer 0296,SMB,Central,1585354.2346719573,12,17,132112.85288932978
C00297,Customer 0297,SMB,Central,3029588.8434851044,27,37,112206.99420315202
C00298,Customer 0298,SMB,East,1408449.1803441462,16,21,88028.07377150914
C00299,Customer 0299,SMB,East,2538235.3705896125,24,35,105759.80710790052
C00300,Customer 0300,Mid-Market,West,4687929.143225286,21,40,223234.72110596602
C00301,Customer 0301,Mid-Market,East,4984207.742167445,26,57,191700.29777567094
C00302,Customer 0302,Enterprise,North,8028396.925320126,27,78,297348.0342711158
C00303,Customer 0303,Mid-Market,West,4414906.130407869,28,59,157675.21894313817
C00304,Customer 0304,Mid-Market,West,4373086.211888019,21,39,208242.20056609614
C00305,Customer 0305,SMB,Central,3228852.768300457,26,33,124186.64493463296
C00306,Customer 0306,Enterprise,West,5012711.872939155,25,67,200508.47491756623
C00307,Customer 0307,Enterprise,South,5212652.145533117,19,60,274350.1129227956
C00308,Customer 0308,Mid-Market,West,2489779.000331642,21,43,118560.90477769724
C00309,Customer 0309,Enterprise,South,4955390.540555984,22,54,225245.02457072653
C00310,Customer 0310,Mid-Market,North,2422882.4040978546,19,31,127520.12653146603
C00311,Customer 0311,Mid-Market,West,4666379.307575923,24,52,194432.47114899682
C00312,Customer 0312,Mid-Market,South,4773916.628914692,22,48,216996.2104052133
C00313,Customer 0313,Mid-Market,South,2694939.0253626998,14,28,192495.64466876426
C00314,Customer 0314,SMB,South,3007749.788533611,27,34,111398.14031605968
C00315,Customer 0315,Mid-Market,South,1326558.1407039831,8,20,165819.7675879979
C00316,Customer 0316,Mid-Market,South,3993294.1216088,21,34,190156.86293375236
C00317,Customer 0317,Mid-Market,South,3146878.43765366,21,38,149851.3541739838
C00318,Customer 0318,Enterprise,East,1843673.938585285,11,24,167606.72168957136
C00319,Customer 0319,Mid-Market,South,1709921.8516618006,13,26,131532.45012783082
C00320,Customer 0320,SMB,Central,3563834.5860716477,24,38,148493.10775298532
C00321,Customer 0321,Mid-Market,Central,3385738.3874243903,23,43,147206.0168445387
C00322,Customer 0322,Mid-Market,West,3271138.22914747,18,29,181729.90161930388
C00323,Customer 0323,Mid-Market,South,3767781.909382257,21,49,179418.18616105986
C00324,Customer 0324,SMB,West,2928647.3671003766,22,32,133120.33486819893
C00325,Customer 0325,Mid-Market,Central,2498065.2247988493,20,34,124903.26123994247
C00326,Customer 0326,Mid-Market,West,4420202.30670081,27,47,163711.19654447443
C00327,Customer 0327,SMB,East,3205156.5547756488,27,38,118709.50202872773
C00328,Customer 0328,Mid-Market,West,3723345.9785343623,22,43,169242.9990242892
C00329,Customer 0329,Mid-Market,West,3861703.4416986434,20,45,193085.17208493216
C00330,Customer 0330,Enterprise,South,6727893.301281802,19,61,354099.64743588434
C00331,Customer 0331,Enterprise,East,3617244.5522986036,20,51,180862.2276149302
C00332,Customer 0332,SMB,North,3618881.9310348397,20,31,180944.096551742
C00333,Customer 0333,Mid-Market,East,1668959.5654280055,12,26,139079.96378566712
C00334,Customer 0334,Mid-Market,Central,4453810.075123245,21,46,212086.19405348785
C00335,Customer 0335,Mid-Market,North,2003337.0413740429,16,29,125208.56508587768
C00336,Customer 0336,Enterprise,West,4333910.2479832955,15,41,288927.349865553
C00337,Customer 0337,SMB,North,4809741.159975386,20,32,240487.0579987693
C00338,Customer 0338,Enterprise,East,4328417.107240223,21,63,206115.10034477254
C00339,Customer 0339,SMB,North,3968231.6172666275,27,36,146971.54138024547
C00340,Customer 0340,Mid-Market,Central,3834799.1248999108,21,42,182609.482138091
C00341,Customer 0341,Mid-Market,North,4965432.754103658,26,58,190978.18285014067
C00342,Customer 0342,Enterprise,Central,4995323.027652001,19,46,262911.73829747376
C00343,Customer 0343,SMB,East,3201492.85101029,24,38,133395.53545876208
C00344,Customer 0344,Enterprise,West,4173196.8344662483,19,49,219641.93865611832
C00345,Customer 0345,Enterprise,East,5765743.143334737,28,67,205919.3979762406
C00346,Customer 0346,SMB,East,2734648.0634876536,21,30,130221.33635655494
C00347,Customer 0347,Mid-Market,Central,2811658.2945198338,19,33,147982.01550104388
C00348,Customer 0348,Mid-Market,South,7306101.514226311,26,58,281003.9043933196
C00349,Customer 0349,Mid-Market,West,2055839.23799329,18,22,114213.29099962722
C00350,Customer 0350,SMB,North,1902503.8919520963,13,18,146346.45322708433
C00351,Customer 0351,Mid-Market,West,2685164.5338550275,20,31,134258.22669275137
C00352,Customer 0352,Enterprise,North,7713286.088322694,20,63,385664.3044161347
C00353,Customer 0353,Mid-Market,West,2642413.384869652,22,48,120109.6993122569
